id,sursa_site,an,titlu,label_numeric,pred,prob_cls1,nr_cuvinte,nr_ghilimele,densitate_ghilimele,nr_paragrafe,nr_non_ascii,pct_non_ascii
vrd_0631,veridica.ro,2025,Republica Moldova își pune economia pe picior de război,1,0,0.0023863441310822,224,11,0.049107142857142856,1,87,5.5769230769230775
vrd_0257,veridica.ro,2023,Marea Azov e o mare internă a Rusiei,1,0,0.0047154272906482,166,4,0.024096385542168676,1,49,4.640151515151516
vrd_0542,veridica.ro,2025,"Crimeea este a Rusiei, iar Ucraina a admis acest lucru",1,0,0.0020079638343304,167,4,0.023952095808383235,1,44,3.963963963963964
vrd_0629,veridica.ro,2025,Pacea în Ucraina depinde de înlăturarea regimului Zelenski,1,0,0.0025233700871467,206,6,0.02912621359223301,1,56,4.40251572327044
vrd_0549,veridica.ro,2025,România va înlocui Polonia ca hub de tranzit pentru armele destinate Ucrainei,1,1,0.6877898573875427,93,0,0.0,1,25,4.071661237785016
vrd_0648,veridica.ro,2026,Ucraina construiește o stațiune de lux cu bani românești,1,1,0.6803605556488037,78,0,0.0,1,22,4.526748971193416
vrd_0384,veridica.ro,2024,Ucraina și Occidentul vor organiza noi atacuri teroriste în Rusia,1,0,0.0044602630659937,150,2,0.013333333333333334,1,43,4.103053435114504
vrd_0059,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Ucraina nu reconstruiește Harkovul pentru că știe că acesta se va alipi la Rusia,1,0,0.0030407451558858,113,2,0.017699115044247787,1,36,5.317577548005908
vrd_0558,veridica.ro,2025,"Ca să distrugă Rusia, NATO e dispus să sacrifice Ucraina",1,1,0.6717158555984497,278,2,0.007194244604316547,1,80,4.509582863585118
vrd_0326,veridica.ro,2023,SUA vor ca Zelenski să încheie războiul,1,0,0.0045073651708662,116,2,0.017241379310344827,1,31,4.041720990873533
vrd_0119,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Din cauza propagandei neonaziste a Kievului, ucrainenii nu înțeleg că sunt eliberați de Rusia, nu ocupați",1,0,0.0017633764073252,184,6,0.03260869565217391,1,57,4.653061224489797
vrd_0443,veridica.ro,2024,Pacea în Ucraina depinde de Occident,1,0,0.0034448071382939,160,6,0.0375,1,41,3.516295025728988
vrd_0110,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Autoritățile ucrainene au abandonat Hersonul. Regiunea se va uni cu Rusia care va proteja limba ucraineană,1,0,0.0028421699535101,178,9,0.05056179775280899,1,46,3.8917089678511
vrd_0442,veridica.ro,2024,Referendumul privind aderarea Republicii Moldova la UE a fost fraudat de autoritatile proeuropene,1,0,0.0058174049481749,179,8,0.0446927374301676,1,68,5.354330708661418
vrd_0668,veridica.ro,2026,800 de militari americani răniți au fost aduși la Baza Kogălniceanu,1,0,0.1335596293210983,97,1,0.010309278350515464,1,36,6.371681415929204
vrd_0280,veridica.ro,2023,Trupele NATO din România ameninţă pacea,1,1,0.6773183345794678,170,6,0.03529411764705882,1,54,4.761904761904762
vrd_0310,veridica.ro,2023,"UE vrea denazificarea Ucrainei, dar Kievul se opune",1,0,0.0195895396173,181,0,0.0,1,66,5.301204819277109
vrd_0391,veridica.ro,2024,Rusia nu s-a opus apropierii Ucrainei de UE,1,1,0.6608253121376038,225,2,0.008888888888888889,1,81,5.827338129496403
vrd_0300,veridica.ro,2023,România obligă Ucraina și Moldova să interzică limba moldovenească,1,0,0.0153532968834042,132,4,0.030303030303030304,1,57,5.943691345151199
vrd_0137,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Referendumurile de alipire la Rusia a teritoriilor din estul și sudul Ucrainei respectă Carta ONU,1,0,0.0017512099584564,173,6,0.03468208092485549,1,46,4.003481288076589
vrd_0341,veridica.ro,2024,Parteneriatele economice cu SUA duc la faliment,1,1,0.6738036870956421,257,4,0.01556420233463035,1,105,6.348246674727933
vrd_0306,veridica.ro,2023,Rusia luptă în Ucraina pentru libertatea palestinienilor,1,1,0.6742597818374634,181,4,0.022099447513812154,1,70,5.8972198820556025
vrd_0467,veridica.ro,2024,Zelenski refuză pacea pentru a nu-și pierde veniturile,1,0,0.0037392384838312,167,2,0.011976047904191617,1,46,4.287045666356011
vrd_0369,veridica.ro,2024,În 1945 Rusia a învins prima oară Occidentul colectiv,1,1,0.6757673025131226,202,0,0.0,1,84,6.608969315499606
vrd_0183,veridica.ro,2022,Moldova investește bani mai mulți în apărare pentru că se pregătește de război cu Rusia,1,0,0.4687857627868652,194,4,0.020618556701030927,1,55,4.211332312404288
vrd_0437,veridica.ro,2024,"Lupta politică în R. Moldova se duce între ""pro-români"" și ""pro-moldoveni""",1,0,0.0156321227550506,198,9,0.045454545454545456,1,79,6.044376434583015
vrd_0223,veridica.ro,2023,"SUA vor trimite în ofensivă 200 de mii de militari-sinucigași ucraineni, subordonați direct Pentagonului",1,0,0.0038656766992062,233,8,0.034334763948497854,1,81,5.325443786982249
vrd_0151,veridica.ro,2022,În Republica Moldova au fost interzise protestele în zilele lucrătoare,1,0,0.014775407500565,178,2,0.011235955056179775,1,65,5.310457516339869
vrd_0604,veridica.ro,2025,Moldova poate adera la UE doar dacă se implică în războiul din Ucraina,1,1,0.6406585574150085,248,10,0.04032258064516129,1,103,6.39751552795031
vrd_0213,veridica.ro,2023,Diplomați occidentali pregătesc intrarea Moldovei în război,1,0,0.0071627884171903,371,14,0.03773584905660377,1,108,4.485049833887043
vrd_0514,veridica.ro,2025,Pacea în Ucraina depinde de victoria Rusiei,1,1,0.6574985980987549,218,0,0.0,1,99,7.290132547864507
vrd_0643,veridica.ro,2026,Integrarea europeană slăbește securitatea energetică a Republicii Moldova,1,0,0.015176941640675,245,6,0.024489795918367346,1,97,5.936352509179926
vrd_0485,veridica.ro,2025,"Moldovenii, forțați să vorbească limba minorității române",1,0,0.0371073670685291,104,4,0.038461538461538464,1,39,5.531914893617021
vrd_0492,veridica.ro,2025,Elita de la Kiev refuză pacea lui Trump ca să rămână la putere,1,0,0.0047639524564146,170,6,0.03529411764705882,1,54,5.065666041275797
vrd_0014,veridica.ro,2022,Simona Halep a pierdut la Australian Open pentru că s-a vaccinat,1,0,0.0022404480259865,284,10,0.035211267605633804,1,91,5.387803433984606
vrd_0160,veridica.ro,2022,Rusia poate reface Moldova lui Ștefan cel Mare în dauna României,1,0,0.020339623093605,120,6,0.05,1,41,5.518169582772544
vrd_0296,veridica.ro,2023,UE și România pregătesc în Transnistria un scenariu ca în Nagorno Karabah,1,1,0.6667089462280273,383,10,0.02610966057441253,1,150,5.83203732503888
vrd_0312,veridica.ro,2023,Pacea în Ucraina depinde de SUA și de plecarea lui Zelenski,1,0,0.0023481883108615,160,8,0.05,1,28,2.6743075453677174
vrd_0305,veridica.ro,2023,UE nu va mai ajuta financiar Ucraina,1,0,0.0043415259569883,172,6,0.03488372093023256,1,43,3.9777983348751156
vrd_0500,veridica.ro,2025,Chișinăul forțează Transnistria să răspândească narațiuni pro-românești și anti-rusești,1,1,0.6804985404014587,307,2,0.006514657980456026,1,111,5.082417582417582
vrd_0599,veridica.ro,2025,"Republica Moldova se transformă într-o ""dictatură bananieră"" controlată de UE",1,1,0.6772072911262512,225,13,0.057777777777777775,1,73,4.976141785957737
vrd_0495,veridica.ro,2025,"""Operațiunea militară specială"" a salvat Rusia de NATO și naziști",1,0,0.0111444694921374,130,2,0.015384615384615385,1,50,5.313496280552603
vrd_0140,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Observatorii din Occident confirmă că referendumurile din Ucraina au respectat standardele democratice,1,0,0.0023925125133246,201,5,0.024875621890547265,1,52,3.7845705967976713
vrd_0581,veridica.ro,2025,Chișinăul urmărește anexarea Transnistriei și integrarea acesteia în România,1,1,0.679419994354248,122,10,0.08196721311475409,1,37,4.534313725490196
vrd_0345,veridica.ro,2024,România e un stat de mâna a doua în UE și Moldova riscă aceeași soartă,1,1,0.6615038514137268,276,13,0.04710144927536232,1,111,6.218487394957983
vrd_0337,veridica.ro,2024,Curtea Internațională de Justiție spune că Rusia nu e agresor,1,0,0.0028590012807399,305,8,0.02622950819672131,1,106,5.040418449833571
vrd_0635,veridica.ro,2025,Cucerirea Odesei de ruși va asigura securitatea energetică a Transnistriei,1,0,0.0742595791816711,430,8,0.018604651162790697,1,130,4.601769911504425
vrd_0568,veridica.ro,2025,Rusia luptă de una singură împotriva agresiunii Occidentului,1,0,0.0029971853364259,185,8,0.043243243243243246,1,70,5.291005291005291
vrd_0146,veridica.ro,2022,"Opoziția de la Chișinău și-a unit eforturile împotriva guvernării, organizând proteste masive",1,1,0.6695424318313599,171,2,0.011695906432748537,1,63,5.595026642984014
vrd_0499,veridica.ro,2025,Rada Supremă îl va suspenda pe Zelenski,1,0,0.0035375747829675,112,2,0.017857142857142856,1,23,3.026315789473684
vrd_0507,veridica.ro,2025,Crimeea a decis liber și independent să revină la Rusia,1,0,0.0477628707885742,216,4,0.018518518518518517,1,68,4.600811907983761
vrd_0449,veridica.ro,2024,Republica Moldova nu vrea să lupte împotriva glorificării nazismului,1,0,0.0082205394282937,205,10,0.04878048780487805,1,76,5.156037991858888
vrd_0657,veridica.ro,2026,Ucrainenii din est vor alipirea regiunii la Rusia,1,0,0.0181864257901906,162,4,0.024691358024691357,1,49,4.414414414414415
vrd_0664,veridica.ro,2026,România va da Ucrainei gazele extrase din Marea Neagră,1,1,0.6746298670768738,180,2,0.011111111111111112,1,60,5.352363960749331
vrd_0171,veridica.ro,2022,Curtea de la Haga a recunoscut că Rusia nu a fost implicată în doborârea avionului MH17 în 2014,1,0,0.0027741545345634,160,4,0.025,1,55,5.064456721915286
vrd_0366,veridica.ro,2024,Bucureștiul se teme că moldovenii vor denunța Unirea din 1859,1,1,0.6787242889404297,258,0,0.0,1,109,6.042128603104214
vrd_0540,veridica.ro,2025,"Rusia vrea pace, dar Occidentul forțează Kievul să continue războiul",1,0,0.0021835451480001,201,4,0.01990049751243781,1,66,5.292702485966319
vrd_0592,veridica.ro,2025,"Macron vrea război cu Rusia, dar armata se opune",1,0,0.0018894710810855,111,2,0.018018018018018018,1,26,3.698435277382646
vrd_0209,veridica.ro,2023,Specialiștii centralelor nucleare din Ucraina vor fi trimiși pe front,1,0,0.0201219115406274,94,6,0.06382978723404255,1,32,4.671532846715328
vrd_0504,veridica.ro,2025,Ucraina ocupă teritorii rusești,1,0,0.002989400178194,198,2,0.010101010101010102,1,71,5.512422360248447
vrd_0452,veridica.ro,2024,Rusofobia naziștilor ucraineni face imposibilă terminarea războiului,1,0,0.0068728034384548,177,2,0.011299435028248588,1,63,5.3984575835475574
vrd_0104,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Zaporojie a stabilit contacte cu cel puțin 15 state, inclusiv membre UE",1,0,0.0018473826348781,151,6,0.039735099337748346,1,45,4.5592705167173255
vrd_0433,veridica.ro,2024,"Europa, amenințată de un nou val de refugiați ucraineni",1,0,0.0068030254915356,101,2,0.019801980198019802,1,30,4.754358161648177
vrd_0424,veridica.ro,2024,Referendumul din Republica Moldova are ca scop eliminarea opoziției,1,1,0.6789578199386597,187,0,0.0,1,57,4.604200323101777
vrd_0491,veridica.ro,2025,"UE vrea război în Ucraina, așa că nu poate negocia pacea",1,0,0.0014768341789022,149,4,0.026845637583892617,1,41,4.235537190082645
vrd_0169,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Putin nu a participat la summit-ul G20 pentru că Occidentul pregătea un atac terorist împotriva sa,1,1,0.6433040499687195,148,2,0.013513513513513514,1,50,5.399568034557236
vrd_0645,veridica.ro,2026,România cumpără arme la suprapreț pentru a le dona Ucrainei,1,1,0.6659830808639526,229,5,0.021834061135371178,1,63,4.680534918276375
vrd_0461,veridica.ro,2024,România va pierde Ardealul,1,1,0.6749768853187561,182,0,0.0,1,74,6.362854686156492
vrd_0192,veridica.ro,2023,NATO pregătește teritoriul Republicii Moldova ca viitor teatru de război,1,1,0.667715847492218,281,12,0.042704626334519574,1,92,5.030071077091307
vrd_0404,veridica.ro,2024,Militarii ruși din Transnistria apără interesele României și Ucrainei,1,1,0.6765047907829285,322,0,0.0,1,104,4.990403071017274
vrd_0628,veridica.ro,2025,Chișinăul vrea să renunțe la Transnistria de dragul integrării europene,1,1,0.6748770475387573,219,4,0.0182648401826484,1,92,5.916398713826367
vrd_0520,veridica.ro,2025,Zelenski a cumpărat o mină africană de diamante,1,1,0.6754418015480042,106,4,0.03773584905660377,1,44,6.69710806697108
vrd_0322,veridica.ro,2023,Rusia a oprit experimentele americane pe ucraineni,1,0,0.0022707243915647,199,4,0.020100502512562814,1,47,3.230240549828179
vrd_0475,veridica.ro,2025,Republica Moldova a blocat livrările de gaze rusești spre Transnistria,1,1,0.6729691028594971,373,12,0.032171581769437,1,128,5.230894973436861
vrd_0605,veridica.ro,2025,Zelenski va fi înfrânt și făcut de rușine pentru că nu vrea pace,1,0,0.0029238427523523,180,12,0.06666666666666667,1,66,5.754141238012206
vrd_0508,veridica.ro,2025,UE se transformă în bloc militar,1,0,0.039549820125103,438,6,0.0136986301369863,1,147,5.118384401114206
vrd_0634,veridica.ro,2025,Rusia omoară oameni din cauza Ucrainei și a Occidentului,1,0,0.0030567774083465,147,6,0.04081632653061224,1,47,4.952581664910432
vrd_0308,veridica.ro,2023,Evghenia Guțul aduce gaz de 10-20 de ori mai ieftin în Găgăuzia decât tariful actual,1,0,0.0033448787871748,1019,14,0.013738959764474975,1,324,5.0791660134817365
vrd_0096,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: UE va deporta în Ucraina bărbații refugiați pentru a fi înrolați în armată ucraineană,1,0,0.0019561413209885,168,4,0.023809523809523808,1,66,5.994550408719346
vrd_0304,veridica.ro,2023,Ucrainenii nu mai vor război și nu mai cred propaganda Kievului,1,0,0.0052239056676626,399,6,0.015037593984962405,1,132,4.983012457531144
vrd_0596,veridica.ro,2025,UE se pregătește de război cu Rusia,1,0,0.0042374902404844,103,2,0.019417475728155338,1,32,4.747774480712167
vrd_0362,veridica.ro,2024,Kievul șantajează Occidentul cu un dezastru nuclear,1,0,0.0210084561258554,173,0,0.0,1,48,4.615384615384616
vrd_0472,veridica.ro,2025,"Putin, atacat energetic de pe teritoriul ucrainean",1,0,0.1639534085988998,344,2,0.005813953488372093,1,125,6.22820129546587
vrd_0389,veridica.ro,2024,"Occidentul ajută Ucraina să producă o ""bombă murdară""",1,0,0.0023681169841438,148,8,0.05405405405405406,1,44,4.365079365079365
vrd_0347,veridica.ro,2024,UE a preluat controlul asupra sistemului bancar moldovenesc,1,0,0.0071682902052998,234,0,0.0,1,85,5.931612002791347
vrd_0342,veridica.ro,2024,Ucraina a atacat Republica Moldova cu rachete,1,0,0.0024942965246737,450,4,0.008888888888888889,1,157,5.44382801664355
vrd_0332,veridica.ro,2024,"În UE, doar țările fondatoare se bucură de drepturi",1,1,0.6476297378540039,131,5,0.03816793893129771,1,56,6.414662084765177
vrd_0017,veridica.ro,2022,Ucraina este un teritoriu rus sub ocupație străină și ar putea lansa un război împotriva Rusiei,1,1,0.6694843173027039,229,8,0.034934497816593885,1,49,3.6055923473142015
vrd_0184,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Germanii sunt dezamăgiți de decizia UE de a sprijini financiar Ucraina,1,0,0.0019052493153139,186,6,0.03225806451612903,1,37,3.0782029950083194
vrd_0274,veridica.ro,2023,Ucrainenii își doresc un președinte ca Vladimir Putin,1,0,0.0030852120835334,129,7,0.05426356589147287,1,31,3.7259615384615383
vrd_0149,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Rusia arată reținere în războiul din Ucraina, mai ales când atacă obiective civile",1,0,0.002260758774355,195,9,0.046153846153846156,1,72,5.773857257417802
vrd_0563,veridica.ro,2025,Guvernarea de la Chișinău promovează rusofobia,1,1,0.6681855916976929,384,4,0.010416666666666666,1,167,6.153279292557111
vrd_0613,veridica.ro,2025,România va intra în război,1,0,0.0028421375900506,197,8,0.04060913705583756,1,88,7.1370640713706415
vrd_0572,veridica.ro,2025,România nu a atacat Transnistria doar pentru că e prea slabă,1,0,0.2754371464252472,207,4,0.01932367149758454,1,58,4.588607594936709
vrd_0150,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: La fel ca și Adolf Hitler, Volodimir Zelenski a unit Europa pentru a distruge Rusia",1,0,0.3446975350379944,134,4,0.029850746268656716,1,38,4.303510758776897
vrd_0238,veridica.ro,2023,Ucraina este un stat terorist și trebuie pedepsit de Rusia,1,0,0.0081100724637508,222,4,0.018018018018018018,1,64,4.330175913396482
vrd_0423,veridica.ro,2024,Un grup de scriitori de la Chișinău a încercat să transmită copiilor din Tighina ziare cu falsuri despre istoria Transnistriei,1,0,0.0361522175371646,312,19,0.060897435897435896,1,85,3.860127157129882
vrd_0339,veridica.ro,2024,"Referendumul pentru UE din Moldova va fi, de fapt, despre război",1,0,0.0051077231764793,340,0,0.0,1,112,4.82135170038743
vrd_0313,veridica.ro,2023,Experții americani spun că Ucraina va capitula,1,0,0.0023717358708381,127,2,0.015748031496062992,1,35,4.587155963302752
vrd_0517,veridica.ro,2025,Armata Ucrainei va ataca Rusia de pe teritoriul României,1,1,0.6673197746276855,157,4,0.025477707006369428,1,58,5.753968253968254
vrd_0005,veridica.ro,2022,UE transformă România într-o piață pentru produse de slabă calitate,1,0,0.0497635230422019,374,4,0.0106951871657754,1,119,4.933665008291873
vrd_0481,veridica.ro,2025,UE a provocat criza energetică din Moldova,1,0,0.0027792060282081,179,2,0.0111731843575419,1,59,5.086206896551724
vrd_0335,veridica.ro,2024,Intenția de a părăsi CSI aruncă Moldova în criză economică,1,0,0.2687745094299316,525,2,0.0038095238095238095,1,193,5.718518518518518
vrd_0008,veridica.ro,2022,"La sfârșitul Războiului Rece, SUA a vrut să dezmembreze România și i-a oferit-o Rusiei",1,1,0.6751458048820496,372,12,0.03225806451612903,1,114,4.884318766066838
vrd_0044,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Ucraina vrea să prelungească războiul și își folosește cetățenii ca scuturi umane, în timp ce Rusia protejează civilii ucraineni",1,0,0.0040924260392785,136,2,0.014705882352941176,1,56,5.737704918032787
vrd_0556,veridica.ro,2025,Migrația economică actuală este comparabilă cu deportările sovietice,1,1,0.674370288848877,253,17,0.06719367588932806,1,105,6.15474794841735
vrd_0256,veridica.ro,2023,Românii au înțeles că nu trebuie să sprijine Ucraina,1,0,0.0031086255330592,173,10,0.057803468208092484,1,55,4.995458673932789
vrd_0147,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Jumătate din militarii armatei ucrainene sunt străini, ceea ce înseamnă că NATO participă la război",1,0,0.0028688684105873,180,8,0.044444444444444446,1,46,4.0
vrd_0603,veridica.ro,2025,Rusia nu a încălcat Memorandumul de la Budapesta,1,0,0.0019529490964487,218,10,0.045871559633027525,1,56,3.8861901457321304
vrd_0674,veridica.ro,2026,"UE devine un ""al patrulea Reich"", finanțând războiul din Ucraina",1,0,0.0021829281467944,167,6,0.03592814371257485,1,46,4.060017652250663
vrd_0595,veridica.ro,2025,Zelenski se droghează și e instabil psihic,1,0,0.0059523968957364,118,2,0.01694915254237288,1,32,3.9850560398505603
vrd_0390,veridica.ro,2024,Ruşii au capturat o dronă americană de ultimă generaţie,1,1,0.6293814182281494,130,6,0.046153846153846156,1,49,5.975609756097561
vrd_0328,veridica.ro,2024,Rusia înfrânge NATO în războiul din Ucraina,1,1,0.6538965702056885,181,2,0.011049723756906077,1,69,6.031468531468532
vrd_0456,veridica.ro,2024,Maia Sandu a susținut-o pe Lasconi la prezidențiale pentru că așa i-a zis Soros,1,0,0.0060570510104298,123,2,0.016260162601626018,1,34,4.450261780104712
vrd_0333,veridica.ro,2024,Ucraina a renunțat la Donbass și Crimeea,1,0,0.0054528494365513,163,0,0.0,1,63,6.011450381679389
vrd_0438,veridica.ro,2024,Ucraina și Republica Moldova - colonii ale Occidentului cu regimuri dictatoriale,1,1,0.6795420050621033,278,3,0.01079136690647482,1,103,5.573593073593074
vrd_0567,veridica.ro,2025,Occidentul rescrie istoria pentru a justifica atacarea Rusiei,1,1,0.6654193997383118,257,2,0.007782101167315175,1,94,5.39609644087256
vrd_0608,veridica.ro,2025,Războiul din Transnistria a fost oprit de Rusia,1,0,0.0030641185585409,190,17,0.08947368421052632,1,64,4.837490551776266
vrd_0624,veridica.ro,2025,Înfrângerea Ucrainei este în interesul UE,1,0,0.014461463317275,124,2,0.016129032258064516,1,44,5.612244897959184
vrd_0241,veridica.ro,2023,Rusia este susţinută de 85% din populaţia planetei,1,1,0.6596736311912537,151,2,0.013245033112582781,1,49,5.141657922350472
vrd_0074,veridica.ro,2022,Guvernarea pro-europeană a Moldovei este de vină că primarul socialist al Chișinăului scumpește transportul public,1,0,0.0054701841436326,413,4,0.009685230024213076,1,141,5.178112376055821
vrd_0593,veridica.ro,2025,Occidentul admite că livrările de arme către Ucraina sunt inutile,1,0,0.0514828562736511,95,2,0.021052631578947368,1,22,3.536977491961415
vrd_0225,veridica.ro,2023,SUA i-au permis Ucrainei să bombardeze Rusia,1,0,0.0033470287453383,205,6,0.02926829268292683,1,68,5.029585798816568
vrd_0550,veridica.ro,2025,Maia Sandu obligă populația să asiste la evenimentele LGBT,1,0,0.0025989222340285,636,23,0.036163522012578615,1,243,5.436241610738255
vrd_0093,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Kievul achită armamentul occidental cu exponate muzeale ucrainene,1,0,0.001717118662782,154,2,0.012987012987012988,1,40,3.90625
vrd_0287,veridica.ro,2023,Liderii UE resping o viitoare extindere a blocului comunitar,1,0,0.0018013579538092,590,2,0.003389830508474576,1,207,5.414595867120063
vrd_0376,veridica.ro,2024,"SBU, implicat în tentativa de asasinat a premierului slovac",1,0,0.453036367893219,173,6,0.03468208092485549,1,44,3.9391226499552374
vrd_0636,veridica.ro,2025,Rusia a distrus transportul european prin închiderea spaţiului său aerian,1,0,0.0091764312237501,320,0,0.0,1,94,4.702351175587794
vrd_0004,veridica.ro,2022,"Ucraina este un stat nazist, periculos pentru existența Rusiei",1,1,0.6740584969520569,295,10,0.03389830508474576,1,98,4.959514170040486
vrd_0009,veridica.ro,2022,Prin codul QR de pe certificatele verzi se impune creditul social și e înrobită populația,1,1,0.6763275265693665,181,2,0.011049723756906077,1,81,7.486136783733826
vrd_0325,veridica.ro,2023,"În UE, Transnistria va fi un loc cu industrii nocive și migranți din Orient",1,1,0.6762733459472656,190,0,0.0,1,67,5.238467552775606
vrd_0229,veridica.ro,2023,Putin a avertizat Ucraina acum 23 de ani că NATO va provoca un război,1,0,0.003870622254908,257,6,0.023346303501945526,1,70,4.294478527607362
vrd_0032,veridica.ro,2022,"PROPAGANDĂ DE RĂZBOI: Rusia a atacat Cernobîlul, Zaporojie și Harkovul pentru a împiedica Ucraina să producă arme nucleare",1,0,0.0041760778985917,213,4,0.018779342723004695,1,57,3.9337474120082816
vrd_0652,veridica.ro,2026,"România, obligată prin tratatul UE să intre în război cu Iranul",1,0,0.0032696875277906,199,0,0.0,1,58,4.857621440536013
vrd_0638,veridica.ro,2026,România a rămas fără gaze pentru că le-a dat Ucrainei şi Moldovei,1,0,0.2257568687200546,282,2,0.0070921985815602835,1,113,6.852637962401456
vrd_0270,veridica.ro,2023,"Moldova își va pierde ""total"" suveranitatea, apropiindu-se de NATO",1,0,0.0021220811177045,352,5,0.014204545454545454,1,122,5.184870378240544
vrd_0030,veridica.ro,2022,"NATO furnizează armament Ucrainei prin Republica Moldova, care astfel își încalcă neutralitatea",1,0,0.0114517640322446,104,2,0.019230769230769232,1,24,3.2085561497326207
vrd_0350,veridica.ro,2024,"Trimiși la moarte, militarii ucraineni le cer civililor să protesteze",1,0,0.0064064944162964,165,8,0.048484848484848485,1,50,4.9800796812749
vrd_0586,veridica.ro,2025,"""Coaliția de Voință"" vrea resursele Ucrainei",1,1,0.5388507843017578,185,12,0.06486486486486487,1,67,5.473856209150327
vrd_0052,veridica.ro,2022,Refugiații ucraineni abuzează de ospitalitatea moldovenilor,1,1,0.6803138852119446,504,3,0.005952380952380952,1,189,5.873213175885644
vrd_0116,veridica.ro,2022,Guvernarea de la Chișinău a instituit un regim dictatorial care luptă împotriva presei libere,1,0,0.0055144489742815,214,8,0.037383177570093455,1,80,5.498281786941581
vrd_0363,veridica.ro,2024,"NATO ar putea ocupa Ucraina, iar Rusia îi apără suveranitatea",1,1,0.670538604259491,130,0,0.0,1,50,5.780346820809249
vrd_0060,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Zelenski a recunoscut că Ucraina a început conflictul cu Rusia,1,0,0.0019938668701797,184,10,0.05434782608695652,1,44,3.9250669045495097
vrd_0227,veridica.ro,2023,Războiul a forțat SUA să mute armele biologice din Ucraina,1,0,0.0030867175664752,195,8,0.041025641025641026,1,64,4.516584333098095
vrd_0130,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Polonia va declanșa un război împotriva Rusiei în următorii 10 ani,1,0,0.0025260911788791,121,4,0.03305785123966942,1,48,5.970149253731343
vrd_0080,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Neonaziștii ucraineni țin în captivitate civili în regiunea Harkov,1,0,0.0019727803301066,135,9,0.06666666666666667,1,54,5.648535564853557
vrd_0050,veridica.ro,2022,NATO luptă cu Rusia pâna la ultimul ucrainean,1,1,0.6513496041297913,480,2,0.004166666666666667,1,149,5.095759233926129
vrd_0537,veridica.ro,2025,Zelenski și-a trădat poporul și prelungește intenționat războiul,1,0,0.0022723930887877,190,0,0.0,1,47,3.8273615635179157
vrd_0547,veridica.ro,2025,Cine lucrează pe 4 iulie e anti-american,1,1,0.6639750599861145,170,2,0.011764705882352941,1,53,4.580812445980985
vrd_0617,veridica.ro,2025,Ucrainenii vor avea viitor doar în componența Rusiei,1,0,0.0045312503352761,167,12,0.0718562874251497,1,51,4.866412213740458
vrd_0479,veridica.ro,2025,SUA solicită condamnarea lui Zelenski la închisoare pe viață,1,0,0.0031879839953035,203,4,0.019704433497536946,1,53,3.8856304985337244
vrd_0066,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Armata ucraineană aduce cadavre în Lisiciansk pentru a înscena un nou masacru,1,0,0.0025128633715212,187,5,0.026737967914438502,1,85,6.291635825314581
vrd_0100,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: România va ajuta Ucraina să recupereze Hersonul,1,0,0.0349217131733894,113,4,0.035398230088495575,1,31,4.2349726775956285
vrd_0208,veridica.ro,2023,România se pregătește să intre în război,1,1,0.6651554107666016,281,2,0.0071174377224199285,1,110,5.641025641025641
vrd_0294,veridica.ro,2023,UE vrea să se extindă pentru a acapara teritoriu în defavoarea Rusiei,1,0,0.0244280751794576,388,6,0.015463917525773196,1,138,5.428796223446105
vrd_0373,veridica.ro,2024,Integrarea Republicii Moldova în UE va duce la lichidarea sa,1,0,0.0028130230493843,191,2,0.010471204188481676,1,60,4.823151125401929
vrd_0533,veridica.ro,2025,Europa și Ucraina vor să deturneze Ziua Victoriei,1,0,0.0063752578571438,210,14,0.06666666666666667,1,79,5.536089698668535
vrd_0196,veridica.ro,2023,"Românii vor recâștiga avuția țării dacă se izolează de Occident, ca Japonia",1,1,0.6758967041969299,309,6,0.019417475728155338,1,133,7.220412595005429
vrd_0120,veridica.ro,2022,PROPAGANDĂ DE RĂZBOI: Pe teritoriul UE sunt instruiți teroriști care vor acționa împotriva civililor din Donbass,1,0,0.0018080022418871,180,6,0.03333333333333333,1,51,3.8871951219512195
vrd_0047,veridica.ro,2022,"Minele amplasate de Ucraina pot arunca în aer Marea Neagră, provocând un cataclism",1,0,0.0045240418985486,625,6,0.0096,1,212,5.428937259923176
